ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,517,309,189,149,36,9,4,221,112,61,37,28,16,9,9,6,1,110,40,37,19,17,10,9,5,2,71,60,13,18,18,19,3,2,1,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,What is preventing yOu frOm including biOinfOrmatics cOntent in these cOurses?,Faculty Issues - General,Faculty Issue - No Expertise/ Training,Faculty Issue - Time,Faculty Issue - Does not know how to design curricula or incorporate with existing curriculum,Faculty Issue - Lack of Faculty interest at Institution,Faculty Issues - Faculty is new to current Dept,Curriculum Issues - General,Curriculum Issue - Course Load Full/ No time/space for Content,Curric Issues - Does not Fit into current Current Course Structure,Curriculum Issue - Time for Curriculum Development, Curric Issues - Lack of Curric Control/not in curent Curric.,Curric Issues - Bioinf. Taught in other courses at institution,Curric Issue - Class Size,Curric Issues - Plans to teach Bioinf. In the future (but not currently available),Curric Issue - Bioinfo Conent too Massive,Curric Issues - Content needs to be introduced in multiple courses,Resource Issues - General,Resources - Access to Quality Exercises/ Content,Resources - Access to developed Bioinf Lesson Plans/Bioinf Curric,Resources - Access to Approp Introductory Content,Resources - Unable to identify/access best current Bioinf material,Resource Issues - Funding,Resource Issues - Not available in course textbook,Resource Issues - Access to Quality Online Exerices/Conent,Resource Issues -TA's lack approp skils,Student Issues - General,Student Issues - UG Students Lack Approp Background Knowledge,Student Issues - Lack of interest in topic,Facilities Issues - General,Facilities Issue -Access to Appropriate Facilities/ Equipment,Inst/Dept. Support - General,Inst/Dept Issues - Institutional Inertia,State restrictions,Not accredited,,
823,2,3,1,4,2,1,1,WE,9,time to develop new lessons.,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2,3,2,2,8,1,1,WE,9,There is all ready too much info in this course.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1,1,1,4,3,2,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,Time to find and integrate into the course content.,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2,2,2,2,8,1,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,1,2,4,2,2,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,3,2,4,2,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2,3,1,4,1,1,1,WE,8,I have limited knowledge of it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,2,2,4,8,5,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,1,1,4,2,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,3,#NULL!,1,4,8,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,3,3,4,2,3,2,NE,2,Intense pre existing content,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
835,1,2,1,4,3,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1,3,2,4,8,3,3,WE,9,"Time, Lesson plans",1,,1,,,,1,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
837,2,3,1,4,2,1,3,MW,3,"We have a course in bioinformatics that is currently only required for our AAS Biotechnology students. I would like to incorporate into the curriculum for AS Biology majors as well. It is difficult to include more courses due to restrictions on credit hou maximums. Also, I do not have many faculty who have the background to teach bioinformatics.",1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,5
838,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,I do not teach courses that are amenable for the most part. I try to cover informatics in my freshman surveys.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1,3,1,4,2,3,2,SO,5,covered in other courses and time constraints in my course prevent addition of material,1,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5
840,2,3,2,4,1,1,3,SO,7,Not in the course objectives.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1,4,2,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,"General lack of knowledge and experience in this field.  Therefore, lack of knowledge of integration and training.  Also not included in curricula.",1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,1,1,4,2,2,3,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1,2,2,4,3,2,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2,3,2,2,3,1,1,WE,9,don't provide upper division courses,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,2,2,4,9,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2,3,1,4,1,1,1,WE,9,No time to add anything new to a general microbiology course. I have trouble covering everything as it is.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2,3,1,2,8,1,1,WE,9,Time and resources,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
849,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,2,1,4,3,2,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2,2,2,4,2,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2,2,1,2,8,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1,3,1,4,2,3,3,SO,6,Students not having prerequisite knowledge and skills necessary to understand the topic.,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
854,1,3,1,4,2,#NULL!,#NULL!,SO,6,It is not currently available at my university,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
855,1,2,1,4,4,3,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,2,2,4,2,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1,3,1,4,3,2,3,NE,2,Time and my own lack of understanding,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1,2,2,4,8,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1,2,2,4,3,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1,4,2,4,8,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1,1,2,4,2,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1,3,1,4,8,5,1,SO,7,Access to software; Cost for using bioinformatics software; training on incorporating bioinformatics into courses where students have no programming experience and their computer skills are elementary,1,1,,1,,,,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,
864,1,3,1,4,3,3,1,SO,7,"Time, expertise, way to make it applied to topic",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1,3,1,4,3,2,2,MW,3,"Currently the major course that I teach is so full of other ""required"" material. I'll need to offer an elective to substantially discuss Bioinformatics.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1,3,2,4,2,3,3,MW,4,"Time, and the fact that my own knowledge of bioinformatics is rudimentary.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1,3,2,4,1,3,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2,3,2,2,2,5,1,WE,9,"I do.  We have one lecture and one lab, but your survey forced me to say I wanted to teach more because the categories were 0-1 and >1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1,2,1,4,3,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1,3,1,4,2,2,2,MW,3,Development of materials,1,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,
871,2,2,2,4,3,1,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,#NULL!,#NULL!,3,5,1,5,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,1,3,2,4,1,5,1,MW,3,necessary background,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1,3,2,4,2,3,1,MW,3,lack of training on my part,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2,2,2,2,3,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2,3,2,2,1,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1,4,2,4,2,3,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1,3,2,2,4,4,1,WE,8,"I am not the lead instructor for the course and will not be teaching it for long. Effectively, it would be the responsibility of another instructor.",,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
879,1,3,1,4,8,3,1,NE,2,time constraints,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1,3,2,4,2,2,1,NE,1,Confidence in presentation and preparation of teaching materials,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1,1,1,4,3,2,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2,3,2,4,1,2,1,SO,5,Information on bioinformatics and how to implement.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,2,3,2,2,2,1,1,MW,3,Knowledge of bioinformatics.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2,3,2,2,3,1,1,MW,3,Department does not do it.,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
886,1,2,1,4,8,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,#NULL!,#NULL!,1,4,1,3,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1,3,1,4,2,2,2,MW,4,I do one bioinformatics activity in my genetics class and some in molecular biology. I would incorporate more but feel I do not have enough time in my course.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,2,2,2,2,2,1,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1,1,2,4,3,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,#NULL!,#NULL!,1,4,1,1,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1,3,2,4,1,3,1,SO,5,Perception that students are unprepared,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
894,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,Too much content already.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1,4,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1,3,2,4,2,2,3,SO,5,"Time, knowing what other material to cut to include the bioinformatics content.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,2,2,1,4,2,1,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,Nothing. I just need to get students comfortable using it and to involve it a little more in my curriculum,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
900,2,3,1,2,1,1,1,SO,6,It is not included in the text book I am currently using and also my personal lack of knowledge on the subject.,1,1,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
901,1,1,2,4,2,3,3,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,#NULL!,#NULL!,2,4,1,5,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2,2,1,4,2,5,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,1,2,4,3,5,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1,3,1,4,2,2,2,SO,6,My own lack of expertise is a major stumbling block.  Also a paucity of bioinformatics material included in Genetics or Cell /Molecular Biology textbooks.,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
906,1,3,1,4,8,4,2,WE,9,knowing how to integrate it and the start up costs to teaching math and computing.,1,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
907,1,3,2,4,8,4,2,MW,4,"1) Worried it will get in the way of genetics material.2) Logistics of computer labs is complicated.",,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
908,1,4,1,4,9,4,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,2,1,4,8,2,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,2,2,1,2,2,1,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,3,#NULL!,2,4,8,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,4,2,4,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1,3,3,4,1,4,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1,1,2,4,2,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1,4,2,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,#NULL!,#NULL!,1,1,4,4,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1,3,1,4,1,4,3,NE,2,Time and expertise,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1,2,1,4,3,2,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1,3,2,4,2,4,3,MW,3,"There are several bioinformatics courses offered in our program. Since I teach Molecular Biology, which covers a broader topics, it is difficult for me to allocate more than one class specifically for bioinformatics.",,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3
922,1,3,2,4,1,2,2,NE,1,Lack of knowledge and application.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,2,3,2,4,2,1,3,MW,4,No availability of simple bioinformatics lab exercises or group activities to work with.,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
924,1,3,2,4,8,2,1,NA,NA,I have not spent the time preparing the curriculum for implementation,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2,3,1,4,8,1,3,NE,2,Hadn't considered it and would need to adjust current plans,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1,3,2,4,2,4,1,NE,1,content requirement,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,I teach Anatomy & Physiology,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,2,2,1,4,3,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1,3,1,4,2,4,1,MW,3,lack of resources such as computers and materials,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,
930,1,3,1,4,2,3,2,MW,3,other content areas need to be addressed too,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1,3,1,4,2,3,2,MW,3,Other content takes precedence and I am not very good at bioinformatics.,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,#NULL!,#NULL!,1,4,2,3,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1,3,1,2,3,3,1,NE,2,"Course curriculum, technology and trainig",1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
934,1,4,1,4,8,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1,3,1,4,2,2,2,NE,1,"In the freshman course, we are already limited in what we have time to include. Bioinformatics is not included in content, but could perhaps be integrated in a small way as part of a lab analysis. My Junior level course is in neurobiology and I haven't fond a module that fits easily into the material of my course.",1,1,,,,,1,1,1,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,
936,1,2,2,4,8,2,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1,2,2,4,7,3,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,Mandated content in syllabus,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1,2,1,4,2,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,2,3,1,4,2,1,2,MW,4,A place to put it and coming up with the labs/activities.,,,,,,,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
942,1,2,2,4,2,5,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1,3,1,2,1,3,1,SO,5,I just do not know that much about bioinformatics and have not taken the time to research the topic.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,2,2,1,4,8,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,3,2,4,2,3,2,WE,9,My own lack of knowledge how to approach the topic pedagogically.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,#NULL!,#NULL!,1,3,1,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1,3,2,4,2,4,2,NE,1,Lack of time to prepare new lectures in this context.,1,,1,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,
950,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1,3,2,4,8,2,2,SO,5,I do limited bio informatics in my second semester course covering evolution and the environment.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
952,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1,2,1,4,2,2,1,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1,3,2,4,8,3,2,MW,4,"I have always thought there should be a course specifically dedicated to bioinformatics but now see the need to incorporate it in my regular courses (e.g., biochemistry and molecular biology)",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
955,#NULL!,#NULL!,1,4,1,4,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,2,3,1,4,2,1,2,WE,8,Curriculum not exist,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
957,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1,3,1,4,4,2,2,NE,2,I don't know enough.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1,3,1,2,8,3,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2,3,1,2,1,1,3,SO,5,Syllabus content provided to me upon hire,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,2,1,4,3,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1,3,2,5,9,4,1,NE,1,Curriculum Agenda,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
963,2,3,2,4,4,1,3,SO,7,Time necessary to include all other required content prevents inclusion of other accessory information like bioinformatics.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,2,1,3,4,7,5,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1,4,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1,2,2,4,2,3,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1,3,1,4,8,2,2,SO,5,"lack of course materials, confidence in knowledge",1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
969,1,3,1,4,3,2,3,WE,9,None-- simply have find time to develop the curriculum,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
970,2,2,1,2,3,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1,2,2,4,2,3,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1,3,1,4,2,2,3,NE,2,lack of training on my part,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1,4,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2,3,1,5,3,1,3,WE,9,"I include it, but would be interested in expanding it by integrating it into more of our research projects",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
975,2,2,1,4,3,1,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1,3,1,4,8,3,1,NE,2,The course does include minimal bioinformatics content as Excel statistical methods.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
977,#NULL!,#NULL!,2,4,1,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1,2,2,4,3,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2,3,1,2,2,1,1,MW,3,"Sufficient access, level of studnet taking the classes",,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,
980,#NULL!,#NULL!,2,2,1,1,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1,3,2,4,2,3,1,MW,3,Time and student prep.,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
982,2,3,1,4,1,1,1,MW,3,Pre determined curriculum,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
983,2,2,2,4,8,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,I would need to learn more about it myself.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1,3,2,4,3,3,2,NE,2,Level of competency of students at that stage of education.,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
986,#NULL!,#NULL!,2,4,8,2,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,1,3,2,4,2,4,2,SO,7,"Currently, my programming/bioinformatics course is a (very) upper level course with no undergraduates enrolled (all graduate students).  We do not currently have a lower-level bioinformatics course, but have plans to develop one.",,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,
988,1,3,2,4,1,2,2,SO,5,pre made lab exercises that I think would be effective.,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
989,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1,4,1,4,1,4,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1,2,1,4,2,3,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1,3,1,4,2,4,3,SO,6,Instructors are not trained to do so and are not encouraged to do so because it is not a part of the objectives within our required curriculum.I do integrate some into my research courses for undergraduates and graduates.,1,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,5
994,1,1,2,4,3,2,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1,3,1,4,2,2,2,SO,6,Currently I don't have the time necessary to develop the content,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
996,2,3,1,2,1,1,1,MW,3,not part of textbook or departmental learning objectives,,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,
997,1,3,1,4,2,5,1,SO,5,Lack of knowledge and training in current software and tools available,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
998,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1,1,1,4,3,2,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
